House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,DA/PSA,OVALS Address ID,Primary_Term_Address,FAC_ADDR,Working TN Status
"5262","NW 113TH AV","CRL SPRNGS","33076","","","","","","","141408","=""00000EVICI""","F 5262 NW 113TH AV","5262 NW 113TH AV",""
"5271","NW 113TH AV","CRL SPRNGS","33076","","","","","","","141408","=""00000EVGXP""","F 5271 NW 113TH AV","5271 NW 113TH AV",""
"5272","NW 113TH AV","CRL SPRNGS","33076","","","","","","","141408","=""00000EVMNA""","F 5272 NW 113TH AV","5272 NW 113TH AV",""
"5281","NW 113TH AV","CRL SPRNGS","33076","","","","","","","141408","=""00000EVP4T""","F 5281 NW 113TH AV","5281 NW 113TH AV",""
"5282","NW 113TH AV","CRL SPRNGS","33076","","","","","","","141408","=""00000EVKE2""","F 5282 NW 113TH AV","5282 NW 113TH AV",""
"5291","NW 113TH AV","CRL SPRNGS","33076","","","","","","","141408","=""00000EVGMV""","F 5281 NW 113TH AV","5291 NW 113TH AV",""
"5292","NW 113TH AV","CRL SPRNGS","33076","","","","","","","141408","=""00000EVLDN""","F 5292 NW 113TH AV","5292 NW 113TH AV",""
"11200","NW 52ND ST","CRL SPRNGS","33076","","","","","","","141408","=""00000EVH4Q""","F 11200 NW 52ND ST","11200 NW 52ND ST","Y"
"11210","NW 52ND ST","CRL SPRNGS","33076","","","","","","","141408","=""00000EVH6L""","F 11210 NW 52ND ST","11210 NW 52ND ST",""
"11220","NW 52ND ST","CRL SPRNGS","33076","","","","","","","141408","=""00000EVHTQ""","F 11220 NW 52ND ST","11220 NW 52ND ST",""
"11230","NW 52ND ST","CRL SPRNGS","33076","","","","","","","141408","=""00000EVK45""","F 11230 NW 52ND ST","11230 NW 52ND ST",""
"11240","NW 52ND ST","CRL SPRNGS","33076","","","","","","","141408","=""00000EVNDD""","F 11240 NW 52ND ST","11240 NW 52ND ST",""
"11250","NW 52ND ST","CRL SPRNGS","33076","","","","","","","141408","=""00000EVNIT""","F 11250 NW 52ND ST","11250 NW 52ND ST",""
"11260","NW 52ND ST","CRL SPRNGS","33076","","","","","","","141408","=""00000EVJ7Z""","F 11260 NW 52ND ST","11260 NW 52ND ST",""
"11270","NW 52ND ST","CRL SPRNGS","33076","","","","","","","141408","=""00000EVNVD""","F 11270 NW 52ND ST","11270 NW 52ND ST",""
"11280","NW 52ND ST","CRL SPRNGS","33076","","","","","","","141408","=""00000EVIYX""","F 11280 NW 52ND ST","11280 NW 52ND ST",""
"11290","NW 52ND ST","CRL SPRNGS","33076","","","","","","","141408","=""00000EVOKR""","F 5228 NW 112TH TER","11290 NW 52ND ST",""
"11300","NW 52ND ST","CRL SPRNGS","33076","UNIT","GATE HSE","","","","","141408","=""00000EVO7L""","F 11300 NW 52ND ST","11300 NW 52ND ST UNIT GATE HSE",""
"11300","NW 52ND ST","CRL SPRNGS","33076","","","","","","","141408","=""00000EVH3P""","F 11300 NW 52ND ST","11300 NW 52ND ST",""
"11205","NW 53RD CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVNY2""","F 11205 NW 53RD CT","11205 NW 53RD CT",""
"11215","NW 53RD CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVNDH""","F 11215 NW 53RD CT","11215 NW 53RD CT",""
"11225","NW 53RD CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVJIF""","F 11225 NW 53RD CT","11225 NW 53RD CT",""
"11235","NW 53RD CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVN92""","F 11235 NW 53RD CT","11235 NW 53RD CT",""
"11245","NW 53RD CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVHZM""","F 11245 NW 53RD CT","11245 NW 53RD CT",""
"11255","NW 53RD CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVO3Z""","F 11255 NW 53RD CT","11255 NW 53RD CT",""
"11265","NW 53RD CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVJJ4""","F 11265 NW 53RD CT","11265 NW 53RD CT",""
"11275","NW 53RD CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVHO4""","F 11275 NW 53RD CT","11275 NW 53RD CT",""
"11285","NW 53RD CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVNL3""","F 11285 NW 53RD CT","11285 NW 53RD CT",""
"11295","NW 53RD CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVOK8""","F 11295 NW 53RD CT","11295 NW 53RD CT",""
"11305","NW 53RD CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVGBS""","F 11305 NW 53RD CT","11305 NW 53RD CT",""
"10600","NW 56TH CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVLE4""","F 10620 NW 56TH CT","10600 NW 56TH CT","Y"
"10620","NW 56TH CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVN6R""","F 10620 NW 56TH CT","10620 NW 56TH CT",""
"10640","NW 56TH CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVIJG""","F 10620 NW 56TH CT","10640 NW 56TH CT",""
"10660","NW 56TH CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVN5T""","F 10620 NW 56TH CT","10660 NW 56TH CT",""
"10680","NW 56TH CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVLF3""","F 10620 NW 56TH CT","10680 NW 56TH CT",""
"10730","NW 56TH CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVKZ8""","F 10802 NW 56TH CT","10730 NW 56TH CT",""
"10750","NW 56TH CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVH75""","F 10802 NW 56TH CT","10750 NW 56TH CT",""
"10802","NW 56TH CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVG4F""","F 10802 NW 56TH CT","10802 NW 56TH CT",""
"10814","NW 56TH CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVLD4""","F 10802 NW 56TH CT","10814 NW 56TH CT",""
"10826","NW 56TH CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVL6B""","F 10802 NW 56TH CT","10826 NW 56TH CT",""
"10838","NW 56TH CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVOCX""","F 10802 NW 56TH CT","10838 NW 56TH CT",""
"10850","NW 56TH CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVGRC""","F 10802 NW 56TH CT","10850 NW 56TH CT",""
"10862","NW 56TH CT","CRL SPRNGS","33076","","","","","","","141408","=""00000EVL56""","F 10802 NW 56TH CT","10862 NW 56TH CT",""
"11500","WESTVIEW DR","CRL SPRNGS","33076","UNIT","EAGLERDG E","","","","","141408","=""00000EVJDJ""","MR 11500 WESTVIEW DR","11500 WESTVIEW DR UNIT EAGLERDG E","Y"
"11500","WESTVIEW DR","CRL SPRNGS","33076","","","","","","","141408","=""00000EVLUS""","MR 11500 WESTVIEW DR","11500 WESTVIEW DR",""
