House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,DA/PSA,OVALS Address ID,Primary_Term_Address,FAC_ADDR,Working TN Status
115,MADISON DR,TRAFFORD,35172,,,,,,,1214,0000190M7I,P 3 MADISON DR,115 MADISON DR,
155,MADISON DR,TRAFFORD,35172,,,,,,,1214,0000190M7G,P 3 MADISON DRIVE,155 MADISON DR,
16,MADISON DR,TRAFFORD,35172,LOT,1,,,,,1214,0000190AYJ,P 150E15 HIGHWAY 79,16 MADISON DR LOT 1,
16,MADISON DR,TRAFFORD,35172,,,,,,,1214,0000190BPT,P 150E15 HIGHWAY 79,16 MADISON DR,
38,MADISON DR,TRAFFORD,35172,LOT,2,,,,,1214,0000190IEA,P 3 MADISON DRIVE,38 MADISON DR LOT 2,
38,MADISON DR,TRAFFORD,35172,,,,,,,1214,0000190CN8,P 3 MADISON DR,38 MADISON DR,
54,MADISON DR,TRAFFORD,35172,LOT,3,,,,,1214,0000190BV6,P 3 MADISON DRIVE,54 MADISON DR LOT 3,
54,MADISON DR,TRAFFORD,35172,,,,,,,1214,0000190CNL,P 3 MADISON DR,54 MADISON DR,
80,MADISON DR,TRAFFORD,35172,LOT,4,,,,,1214,0000190BUY,P 3 MADISON DRIVE,80 MADISON DR LOT 4,
109,PINE VIEW DR,REMLAP,35133,,,,,,,1214,0000190GUO,P 3-5 THOMPSON RD,109 PINE VIEW DR,Y
151,PINE VIEW DR,REMLAP,35133,,,,,,,1214,0000190M5N,P 3-5 THOMPSON RD,151 PINE VIEW DR,Y
198,PINE VIEW DR,REMLAP,35133,,,,,,,1214,0000190IPQ,F 1303 REID RD,198 PINE VIEW DR,
250,PINE VIEW DR,REMLAP,35133,,,,,,,1214,0000190AP4,F 280 PINE VIEW DR,250 PINE VIEW DR,
280,PINE VIEW DR,REMLAP,35133,,,,,,,1214,0000190AK4,F 280 PINE VIEW DR,280 PINE VIEW DR,
55,PINE VIEW DR,REMLAP,35133,,,,,,,1214,0000190LRB,P 3-1 THOMPSON RD,55 PINE VIEW DR,
83,PINEDALE DR,REMLAP,35133,UNIT,10,,,,,1214,0000190KO4,P 150-15-17 1-2 HIGHWAY 79,83 PINEDALE DR UNIT 10,
83,PINEDALE DR,REMLAP,35133,LOT,11,,,,,1214,0000190KNV,P 150-15-17 1-2 HIGHWAY 79,83 PINEDALE DR LOT 11,
83,PINEDALE DR,REMLAP,35133,LOT,12,,,,,1214,0000190H7D,P 150-15-17 1-2 HIGHWAY 79,83 PINEDALE DR LOT 12,
83,PINEDALE DR,REMLAP,35133,LOT,13,,,,,1214,0000190FY1,P 150-15-17 1-2 HIGHWAY 79,83 PINEDALE DR LOT 13,
83,PINEDALE DR,REMLAP,35133,LOT,14,,,,,1214,0000190AC6,P 150-15-17 1-2 HIGHWAY 79,83 PINEDALE DR LOT 14,
83,PINEDALE DR,REMLAP,35133,UNIT,15,,,,,1214,0000190AP2,P 150-15-17 1-2 HIGHWAY 79,83 PINEDALE DR UNIT 15,
83,PINEDALE DR,REMLAP,35133,UNIT,20,,,,,1214,0000190JI1,P 150-15-17 1-2 HIGHWAY 79,83 PINEDALE DR UNIT 20,
83,PINEDALE DR,REMLAP,35133,LOT,21,,,,,1214,0000190FYI,P 150-15-17 1-2 HIGHWAY 79,83 PINEDALE DR LOT 21,
83,PINEDALE DR,REMLAP,35133,UNIT,23,,,,,1214,0000190GBM,P 150-15-17 1-2 HIGHWAY 79,83 PINEDALE DR UNIT 23,
83,PINEDALE DR,REMLAP,35133,LOT,9,,,,,1214,0000190KO3,P 150-15-17 1-2 HIGHWAY 79,83 PINEDALE DR LOT 9,
85,PINEDALE DR,REMLAP,35133,LOT,12,,,,,1214,0000190GCR,P 150-15-17 1-2 HIGHWAY 79,85 PINEDALE DR LOT 12,
118,REID LN,TRAFFORD,35172,,,,,,,1214,00010UZU8A,,118 REID LN,
118,REID LN,LOCUST FORK,35097,,,,,,,1214,00010UZU8A,P 150E9 HIGHWAY 79,118 REID LN,
125,REID LN,TRAFFORD,35172,,,,,,,1214,0000190BBI,P 150E9 HIGHWAY 79,125 REID LN,
215,REID LN,LOCUST FORK,35097,,,,,,,1214,0000190BVF,P 150E9 HIGHWAY 79,215 REID LN,
235,REID LN,TRAFFORD,35172,,,,,,,1214,0000190ELZ,P 150E9 HIGHWAY 79,235 REID LN,
1045,REID RD,TRAFFORD,35172,,,,,,,1214,0000190C9Q,P 150E19 HIGHWAY 79,1045 REID RD,
105,REID RD,LOCUST FORK,35097,,,,,,,1214,0000190LSF,P 145 HIGHWAY 79,105 REID RD,
1091,REID RD,TRAFFORD,35172,,,,,,,1214,0000190CMW,P 150E21 HIGHWAY 79,1091 REID RD,
1120,REID RD,TRAFFORD,35172,,,,,,,1214,0000190IEC,P 150E21 HIGHWAY 79,1120 REID RD,
1124,REID RD,TRAFFORD,35172,,,,,,,1214,0000190GHI,P 150E21 HIGHWAY 79,1124 REID RD,
1132,REID RD,TRAFFORD,35172,,,,,,,1214,0000190C8P,P 150E21 HIGHWAY 79,1132 REID RD,
1160,REID RD,TRAFFORD,35172,,,,,,,1214,0000190HZF,P 150E22 HWY 79,1160 REID RD,
1172,REID RD,TRAFFORD,35172,,,,,,,1214,0000190D1W,150E23 HIGHWAY 79,1172 REID RD,
1211,REID RD,TRAFFORD,35172,,,,,,,1214,0000190ID8,P 150E24 HIGHWAY 79,1211 REID RD,
1215,REID RD,TRAFFORD,35172,,,,,,,1214,0000190D19,P 150E24 HIGHWAY 79,1215 REID RD,
1225,REID RD,TRAFFORD,35172,UNIT,A,,,,,1214,0000ZL0OOY,P 150E24 HIGHWAY 79,1225 REID RD UNIT A,
1225,REID RD,TRAFFORD,35172,,,,,,,1214,0000190C8Q,P 150E24 HIGHWAY 79,1225 REID RD,
1245,REID RD,TRAFFORD,35172,,,,,,,1214,0000190HZL,P 150E24 HIGHWAY 79,1245 REID RD,
1302,REID RD,TRAFFORD,35172,,,,,,,1214,0000190GVA,P 150E26 HIGHWAY 79,1302 REID RD,
1303,REID RD,TRAFFORD,35172,,,,,,,1214,0000190HLQ,F 1303 REID RD,1303 REID RD,
144,REID RD,TRAFFORD,35172,UNIT,GIGE,,,,,1214,0000190BBQ,GIGE 1214A P 144 1-3.3 REID RD,144 REID RD UNIT GIGE,
144 1-3,REID RD,TRAFFORD,35172,UNIT,RLA,,,,,1214,00011DFMNI,RLA P 144 1-3 REID RD,144 1-3 REID RD UNIT RLA,
253,REID RD,TRAFFORD,35172,,,,,,,1214,0000190IDA,P 147 HIGHWAY 79,253 REID RD,
290,REID RD,TRAFFORD,35172,,,,,,,1214,0000190D1Y,P 148 HIGHWAY 79,290 REID RD,
357,REID RD,LOCUST FORK,35097,,,,,,,1214,0000190D0P,P 150 HIGHWAY 79,357 REID RD,
387,REID RD,LOCUST FORK,35097,,,,,,,1214,0000190HMG,P 150 HIGHWAY 79,387 REID RD,
391,REID RD,TRAFFORD,35172,,,,,,,1214,0000190M7M,P 150 HIGHWAY 79,391 REID RD,
424,REID RD,LOCUST FORK,35097,,,,,,,1214,0000190J66,F 424 REID RD,424 REID RD,
424,REID RD,TRAFFORD,35172,,,,,,,1214,0000190J66,F 424 REID RD,424 REID RD,
455,REID RD,TRAFFORD,35172,,,,,,,1214,0000190C9M,F 455 REID RD,455 REID RD,
475,REID RD,TRAFFORD,35172,,,,,,,1214,0000190HMM,P 150E13 HIGHWAY 79,475 REID RD,
495,REID RD,TRAFFORD,35172,,,,,,,1214,0000190E82,F 495 REID RD,495 REID RD,
515,REID RD,TRAFFORD,35172,,,,,,,1214,0000190DES,F 535 REID RD,515 REID RD,
535,REID RD,TRAFFORD,35172,,,,,,,1214,0000190C9C,F 535 REID RD,535 REID RD,
594,REID RD,TRAFFORD,35172,,,,,,,1214,0000190H9S,F 609 REID RD,594 REID RD,
609,REID RD,TRAFFORD,35172,,,,,,,1214,0000190EL8,F 609 REID RD,609 REID RD,
614,REID RD,TRAFFORD,35172,,,,,,,1214,0000190J5V,P 150E6 HIGHWAY 79,614 REID RD,
638,REID RD,TRAFFORD,35172,,,,,,,1214,0000190C94,P 150E7 HIGHWAY 79,638 REID RD,
647,REID RD,TRAFFORD,35172,,,,,,,1214,0000190GVL,P 150E7 HIGHWAY 79,647 REID RD,
710,REID RD,TRAFFORD,35172,,,,,,,1214,0000190D1Q,P 150E9 HIGHWAY 79,710 REID RD,
740,REID RD,TRAFFORD,35172,,,,,,,1214,0000190I02,P 150E9 HIGHWAY 79,740 REID RD,
831,REID RD,TRAFFORD,35172,,,,,,,1214,0000190GIJ,P 150E13 HIGHWAY 79,831 REID RD,
835,REID RD,TRAFFORD,35172,,,,,,,1214,0000190HLK,P 150E13 HIGHWAY 79,835 REID RD,
838,REID RD,TRAFFORD,35172,LOT,1,,,,,1214,0000190M6W,P 150E13 HIGHWAY 79,838 REID RD LOT 1,
838,REID RD,TRAFFORD,35172,LOT,2,,,,,1214,0000190IE5,P 150E13 HIGHWAY 79,838 REID RD LOT 2,
838,REID RD,TRAFFORD,35172,LOT,3,,,,,1214,0000190BCJ,P 150E13 HIGHWAY 79,838 REID RD LOT 3,
838,REID RD,TRAFFORD,35172,LOT,4,,,,,1214,0000190M7H,P 150E13 HIGHWAY 79,838 REID RD LOT 4,
838,REID RD,TRAFFORD,35172,,,,,,,1214,0000190E7I,P 150E13 HIGHWAY 79,838 REID RD,
840,REID RD,TRAFFORD,35172,,,,,,,1214,0000190IR5,P 150E13 HIGHWAY 79,840 REID RD,
857,REID RD,TRAFFORD,35172,,,,,,,1214,0000OOL1PQ,P 150E13 HIGHWAY 79,857 REID RD,
889,REID RD,TRAFFORD,35172,,,,,,,1214,0000190LSL,P 1 MADISON DRIVE,889 REID RD,
889,REID RD,TRAFFORD,35172,,,,,,,1214,0000190LSL,P 150-15-18L HIGHWAY 79,889 REID RD,
933,REID RD,TRAFFORD,35172,,,,,,,1214,0000190CN5,P 150E17 HIGHWAY 79,933 REID RD,
281,SPOONHANDLE RD,TRAFFORD,35172,,,,,,,1214,0000190D12,P 159-8 HIGHWAY 79,281 SPOONHANDLE RD,
375,SPOONHANDLE RD,TRAFFORD,35172,,,,,,,1214,0000190M7O,P 159-8 HIGHWAY 79,375 SPOONHANDLE RD,
425,SPOONHANDLE RD,TRAFFORD,35172,,,,,,,1214,0000190BCC,F 425 SPOONHANDLE RD,425 SPOONHANDLE RD,
489,SPOONHANDLE RD,TRAFFORD,35172,,,,,,,1214,00010FZG4J,P 157 HIGHWAY 79,489 SPOONHANDLE RD,
567,SPOONHANDLE RD,TRAFFORD,35172,,,,,,,1214,0000190BC1,P 159-3 HIGHWAY 79,567 SPOONHANDLE RD,
575,SPOONHANDLE RD,TRAFFORD,35172,,,,,,,1214,0000190E7O,P 157 HIGHWAY 79,575 SPOONHANDLE RD,Y
607,SPOONHANDLE RD,TRAFFORD,35172,,,,,,,1214,0000190E7J,P 159-2 HIGHWAY 79,607 SPOONHANDLE RD,
610,SPOONHANDLE RD,TRAFFORD,35172,,,,,,,1214,0000190BI3,P 159-2 HIGHWAY 79,610 SPOONHANDLE RD,
642,SPOONHANDLE RD,TRAFFORD,35172,,,,,,,1214,0000190D1M,P 159-1 HIGHWAY 79,642 SPOONHANDLE RD,
677,SPOONHANDLE RD,TRAFFORD,35172,,,,,,,1214,0000190AXM,P 159 HIGHWAY 79,677 SPOONHANDLE RD,
715,SPOONHANDLE RD,TRAFFORD,35172,,,,,,,1214,0000190GWK,P 160 HIGHWAY 79,715 SPOONHANDLE RD,
1844,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190K95,P 150-19-5 HIGHWAY 79,1844 SPUNKY HOLLOW RD,
1855,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190FK5,P 150-19-5 HIGHWAY 79,1855 SPUNKY HOLLOW RD,
1872,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190AP3,P 150-19-5 HIGHWAY 79,1872 SPUNKY HOLLOW RD,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,1,,,,,1214,0000190D83,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 1,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,10,,,,,1214,0000190L0Y,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 10,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,11,,,,,1214,0000190KNI,P 150-21 HIGHWAY 79,1953 SPUNKY HOLLOW RD LOT 11,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,12,,,,,1214,0000190ICT,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 12,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,13,,,,,1214,0000190ABF,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 13,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,14,,,,,1214,0000190M4W,P 150-19-3 HIGHWAY 79,1953 SPUNKY HOLLOW RD LOT 14,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,15-A,,,,,1214,0000190ESR,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 15-A,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,15-B,,,,,1214,0000190LEY,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 15-B,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,16,,,,,1214,0000190E0L,P 150-19-3 HIGHWAY 79,1953 SPUNKY HOLLOW RD LOT 16,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,18,,,,,1214,0000190D86,P 150-19-3 HIGHWAY 79,1953 SPUNKY HOLLOW RD LOT 18,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,2,,,,,1214,0000190HYF,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 2,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,22,,,,,1214,0000190F6R,P 150-19-3 HIGHWAY 79,1953 SPUNKY HOLLOW RD LOT 22,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,23,,,,,1214,0000190GGK,P 150-19-3 HIGHWAY 79,1953 SPUNKY HOLLOW RD LOT 23,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,25,,,,,1214,0000190K9A,P 150-19-3 HIGHWAY 79,1953 SPUNKY HOLLOW RD LOT 25,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,27,,,,,1214,0000190JHP,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 27,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,29,,,,,1214,0000190F6I,P 150-19-3 HIGHWAY 79,1953 SPUNKY HOLLOW RD LOT 29,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,3,,,,,1214,0000190K8C,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 3,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,31,,,,,1214,0000190G4J,P 150-19-3 HIGHWAY 79,1953 SPUNKY HOLLOW RD LOT 31,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,5,,,,,1214,0000190KMQ,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 5,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,6,,,,,1214,0000190DS1,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 6,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,7,,,,,1214,0000190FK0,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 7,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,8,,,,,1214,0000190B35,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 8,
1953,SPUNKY HOLLOW RD,REMLAP,35133,LOT,9,,,,,1214,0000190GBT,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD LOT 9,
1953,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190KNQ,NF 1953 SPUNKY HOLLOW RD,1953 SPUNKY HOLLOW RD,
2015,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190LS6,P 150-19-1L HIGHWAY 79,2015 SPUNKY HOLLOW RD,
2034,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190FPQ,P 150-19-1 HIGHWAY 79,2034 SPUNKY HOLLOW RD,
2040,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190J42,P 150-19-1L HIGHWAY 79,2040 SPUNKY HOLLOW RD,
2050,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190E6J,P 150-19-1L HIGHWAY 79,2050 SPUNKY HOLLOW RD,
2066,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190ES8,P 150-19-3 HIGHWAY 79,2066 SPUNKY HOLLOW RD,
2083,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190LDJ,P 150-19-1L HIGHWAY 79,2083 SPUNKY HOLLOW RD,
2518,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190LD8,P 150-18 1-2 HIGHWAY 79,2518 SPUNKY HOLLOW RD,
2520,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190LRX,P 150-18 1-2 HIGHWAY 79,2520 SPUNKY HOLLOW RD,
2524,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190KM5,P 150-18 1-2 HIGHWAY 79,2524 SPUNKY HOLLOW RD,
2562,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190IPW,F 2562 SPUNKY HOLLOW RD,2562 SPUNKY HOLLOW RD,
2610,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190DS3,P 150-17 HIGHWAY 79,2610 SPUNKY HOLLOW RD,
2639,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190DMM,P 150-17 HIGHWAY 79,2639 SPUNKY HOLLOW RD,
2662,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190JV6,P 150-17 HIGHWAY 79,2662 SPUNKY HOLLOW RD,
2718,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190IC6,F 2768 SPUNKY HOLLOW RD,2718 SPUNKY HOLLOW RD,
2768,SPUNKY HOLLOW RD,REMLAP,35133,LOT,1,,,,,1214,0000190JI0,F 2768 SPUNKY HOLLOW RD,2768 SPUNKY HOLLOW RD LOT 1,
2768,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190FQ6,F 2768 SPUNKY HOLLOW RD,2768 SPUNKY HOLLOW RD,
2832,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190ESJ,P 150-19-3 HIGHWAY 79,2832 SPUNKY HOLLOW RD,
2836,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190GUU,P 150-19-3 HIGHWAY 79,2836 SPUNKY HOLLOW RD,
2838,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190KO0,F 2848 SPUNKY HOLLOW RD,2838 SPUNKY HOLLOW RD,
2848,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190JW2,F 2848 SPUNKY HOLLOW RD,2848 SPUNKY HOLLOW RD,
2948,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190AQ4,F 1303 REID RD,2948 SPUNKY HOLLOW RD,
2950,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000ZL56L9,F 1303 REID RD,2950 SPUNKY HOLLOW RD,
2951,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000ZL56L8,F 1303 REID RD,2951 SPUNKY HOLLOW RD,
2985,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190J4L,F 1303 REID RD,2985 SPUNKY HOLLOW RD,
3046,SPUNKY HOLLOW RD,REMLAP,35133,UNIT,2,,,,,1214,000117O19A,P 150-15-4L HIGHWAY 79,3046 SPUNKY HOLLOW RD UNIT 2,
3046,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190K9U,P 150-15-4L HIGHWAY 79,3046 SPUNKY HOLLOW RD,
3060,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190GC1,P 150-15-4L HIGHWAY 79,3060 SPUNKY HOLLOW RD,
3288,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190AP0,P 150-15-9L HIGHWAY 79,3288 SPUNKY HOLLOW RD,
3418,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190L0J,P 150-15-13 HIGHWAY 79,3418 SPUNKY HOLLOW RD,
3461,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190DSH,P 150-15-13 HIGHWAY 79,3461 SPUNKY HOLLOW RD,
3530,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190HY1,P 150-15-15L HIGHWAY 79,3530 SPUNKY HOLLOW RD,
3560,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190M5Y,P 150-15-16-1 HIGHWAY 79,3560 SPUNKY HOLLOW RD,Y
3567,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190KNS,P 150-15-16-1 HIGHWAY 79,3567 SPUNKY HOLLOW RD,
3580,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190M5C,P 150-15-16-1 HIGHWAY 79,3580 SPUNKY HOLLOW RD,
3590,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190HY8,F 3590 SPUNKY HOLLOW RD,3590 SPUNKY HOLLOW RD,
3616,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,00001QRLPL,F 3590 SPUNKY HOLLOW RD,3616 SPUNKY HOLLOW RD,
3618,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190IQ8,F 3590 SPUNKY HOLLOW RD,3618 SPUNKY HOLLOW RD,
3622,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190GUQ,F 3590 SPUNKY HOLLOW RD,3622 SPUNKY HOLLOW RD,
3628,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190GC7,P 150-15L16 HIGHWAY 79,3628 SPUNKY HOLLOW RD,
3635,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190AP8,P 150-15-18L HIGHWAY 79,3635 SPUNKY HOLLOW RD,
3656,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190LRH,P 150-15-17 HWY 79,3656 SPUNKY HOLLOW RD,
3672,SPUNKY HOLLOW RD,REMLAP,35133,,,,,,,1214,0000190ESX,P 150-15-17 HWY 79,3672 SPUNKY HOLLOW RD,
