House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,DA/PSA,OVALS Address ID,Primary_Term_Address,FAC_ADDR,Working TN Status
925,CAROLINA AV,BOGALUSA,70427,,,,,,,110403,00001527O3,R 911 CAROLINA AV,925 CAROLINA AV,
927,CAROLINA AV,BOGALUSA,70427,,,,,,,110403,0000151XP1,R 911 CAROLINA AV,927 CAROLINA AV,
929,CAROLINA AV,BOGALUSA,70427,,,,,,,110403,000015272Z,R 911 CAROLINA AV,929 CAROLINA AV,
401,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001524L7,S 409 GEORGIA AV,401 GEORGIA AV,
403,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152DPQ,S 409 GEORGIA AV,403 GEORGIA AV,
405,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152AE2,S 409 GEORGIA AV,405 GEORGIA AV,
407,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001528UN,S 409 GEORGIA AV,407 GEORGIA AV,
409,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152DEI,S 409 GEORGIA AV,409 GEORGIA AV,
411,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152418,S 409 GEORGIA AV,411 GEORGIA AV,
413,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001524LN,S 409 GEORGIA AV,413 GEORGIA AV,
415,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001525FV,S 409 GEORGIA AV,415 GEORGIA AV,
417,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152A43,S 409 GEORGIA AV,417 GEORGIA AV,
419,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152CN6,S 409 GEORGIA AV,419 GEORGIA AV,
421,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001529JW,S 409 GEORGIA AV,421 GEORGIA AV,Y
421,GEORGIA AV,BOGALUSA,70427,,,FLR,LOWER,,,110403,0000152D42,R 422 MISSISSIPPI AV,421 GEORGIA AV   FLR LOWER,
421-B,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152BNI,R 422 MISSISSIPPI AV,421-B GEORGIA AV,
423,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152AGR,S 409 GEORGIA AV,423 GEORGIA AV,
425,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152234,S 409 GEORGIA AV,425 GEORGIA AV,
427,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001521SE,S 409 GEORGIA AV,427 GEORGIA AV,
429,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001528UK,S 409 GEORGIA AV,429 GEORGIA AV,
431,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,000015267R,S 409 GEORGIA AV,431 GEORGIA AV,
431-B,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001522J2,S 409 GEORGIA AV,431-B GEORGIA AV,
433,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001521SM,S 409 GEORGIA AV,433 GEORGIA AV,
501,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152DPR,R 321 MONTGOMERY ST,501 GEORGIA AV,
503,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001526A6,R 321 MONTGOMERY ST,503 GEORGIA AV,
505,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,000015257B,R 321 MONTGOMERY ST,505 GEORGIA AV,
507,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152D3Q,R 321 MONTGOMERY ST,507 GEORGIA AV,
509,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001527V5,R 321 MONTGOMERY ST,509 GEORGIA AV,
511,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152B5J,R 321 MONTGOMERY ST,511 GEORGIA AV,
513,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001527VO,R 321 MONTGOMERY ST,513 GEORGIA AV,
515,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152C3J,R 321 MONTGOMERY ST,515 GEORGIA AV,
518,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000151YRT,F 244 MONTGOMERY ST,518 GEORGIA AV,
522,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,000015226E,F 244 MONTGOMERY ST,522 GEORGIA AV,
523,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,000015238P,R 321 MONTGOMERY ST,523 GEORGIA AV,
524,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001523JG,F 244 MONTGOMERY ST,524 GEORGIA AV,
601,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152506,F 601 GEORGIA AV,601 GEORGIA AV,
607,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152C48,F 601 GEORGIA AV,607 GEORGIA AV,
613,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152669,F 613 GEORGIA AV,613 GEORGIA AV,
614,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001524BH,F 613 GEORGIA AV,614 GEORGIA AV,
616,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001527W5,F 613 GEORGIA AV,616 GEORGIA AV,
618,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152D47,F 613 GEORGIA AV,618 GEORGIA AV,
620,GEORGIA AV,BOGALUSA,70427,APT,A,,,,,110403,0000151ZZT,F 613 GEORGIA AV,620 GEORGIA AV APT A,
620,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000151WTP,F 613 GEORGIA AV,620 GEORGIA AV,
621,GEORGIA AV,BOGALUSA,70427,APT,A,,,,,110403,00001526JM,R 612 MISSISSIPPI AV,621 GEORGIA AV APT A,
621,GEORGIA AV,BOGALUSA,70427,APT,B,,,,,110403,0000152002,R 612 MISSISSIPPI AV,621 GEORGIA AV APT B,
621-B,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,0000152002,R 612 MISSISSIPPI AV,621-B GEORGIA AV,
722,GEORGIA AV,BOGALUSA,70427,,,,,,,110403,00001521I9,R 314 RICHMOND ST,722 GEORGIA AV,
338,JACKSON ST,BOGALUSA,70427,,,,,,,110403,Not SAG Valid,R 310 MISSISSIPPI AV,338 JACKSON ST,
346,JACKSON ST,BOGALUSA,70427,,,,,,,110403,Not SAG Valid,S 348 JACKSON ST,346 JACKSON ST,
348,JACKSON ST,BOGALUSA,70427,RM,106,,,,,110403,Not SAG Valid,304M MISSISSIPPI AV,348 JACKSON ST RM 106,
348,JACKSON ST,BOGALUSA,70427,UNIT,PRSH MGR,,,,,110403,Not SAG Valid,304M MISSISSIPPI AV,348 JACKSON ST UNIT PRSH MGR,
411,JACKSON ST,BOGALUSA,70427,,,,,,,110403,Not SAG Valid,S 348 JACKSON ST,411 JACKSON ST,
414,JACKSON ST,BOGALUSA,70427,,,,,,,110403,00010E1NJV,S 348 JACKSON ST,414 JACKSON ST,
225,KENTUCKY AV, ,SUIT,A,,,,,110403,Not SAG Valid,F 225 MONTGOMERY ST,225 KENTUCKY AV SUIT A,,
437,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,00001526R6,F 225 MONTGOMERY ST,437 KENTUCKY AV,
504,KENTUCKY AV,BOGALUSA,70427,SUIT,A,,,,,110403,00010LK01N,S 510 KENTUCKY AV,504 KENTUCKY AV SUIT A,
504,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,0000152CHL,S 510 KENTUCKY AV,504 KENTUCKY AV,
510,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,00001526ZP,S 510 KENTUCKY AV,510 KENTUCKY AV,
515,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,0000152D69,F 511 KENTUCKY AV,515 KENTUCKY AV,
516,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,0000152BIX,F 518 KENTUCKY AV,516 KENTUCKY AV,
518,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,0000152CJL,F 518 KENTUCKY AV,518 KENTUCKY AV,
519,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,000015268W,F 519 KENTUCKY AV,519 KENTUCKY AV,
520,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,0000152C40,F 518 KENTUCKY AV,520 KENTUCKY AV,
522,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,00001523YK,F 518 KENTUCKY AV,522 KENTUCKY AV,
525,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,0000151YKB,F 529 KENTUCKY AV,525 KENTUCKY AV,
526,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,000015274X,S 526 KENTUCKY AV,526 KENTUCKY AV,
529,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,0000152ABO,F 529 KENTUCKY AV,529 KENTUCKY AV,
530,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,00001521U7,S 526 KENTUCKY AV,530 KENTUCKY AV,
535,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,00001524I5,F 225 MONTGOMERY ST,535 KENTUCKY AV,
536,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,00001528BM,F 225 MONTGOMERY ST,536 KENTUCKY AV,
537,KENTUCKY AV,BOGALUSA,70427,SUIT,A,,,,,110403,0000151Y68,F 225 MONTGOMERY ST,537 KENTUCKY AV SUIT A,
537,KENTUCKY AV,BOGALUSA,70427,SUIT,B,,,,,110403,0000151YAS,F 225 MONTGOMERY ST,537 KENTUCKY AV SUIT B,
537,KENTUCKY AV,BOGALUSA,70427,UNIT,FAMILY CTR,,,,,110403,0000152C0Z,OPP 431 ATLANTA ST,537 KENTUCKY AV UNIT FAMILY CTR,
538,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,0000152BC6,F 225 MONTGOMERY ST,538 KENTUCKY AV,
540,KENTUCKY AV,BOGALUSA,70427,,,,,,,110403,0000151Y89,F 225 MONTGOMERY ST,540 KENTUCKY AV,
301,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00011EOIGD,R 320 MISSISSIPPI AV,301 LEXINGTON ST,
316,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001527V9,S 409 GEORGIA AV,316 LEXINGTON ST,
318,LEXINGTON ST,BOGALUSA,70427,APT,B,,,,,110403,000015266P,R 422 MISSISSIPPI AV,318 LEXINGTON ST APT B,
318,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001526RR,S 409 GEORGIA AV,318 LEXINGTON ST,
320,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001525N3,S 409 GEORGIA AV,320 LEXINGTON ST,
321,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,000015266K,R 408 MISSISSIPPI AV,321 LEXINGTON ST,
322,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,000015268L,S 409 GEORGIA AV,322 LEXINGTON ST,
323,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,000015204U,R 408 MISSISSIPPI AV,323 LEXINGTON ST,
324,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152AOO,R 408 MISSISSIPPI AV,324 LEXINGTON ST,
325,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001524L6,R 408 MISSISSIPPI AV,325 LEXINGTON ST,
326,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152BNF,R 408 MISSISSIPPI AV,326 LEXINGTON ST,
327,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000151Y7V,R 408 MISSISSIPPI AV,327 LEXINGTON ST,
328,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001523CV,R 408 MISSISSIPPI AV,328 LEXINGTON ST,Y
329,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152E1P,R 408 MISSISSIPPI AV,329 LEXINGTON ST,
330,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001529WD,R 408 MISSISSIPPI AV,330 LEXINGTON ST,
331,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,000015271C,R 408 MISSISSIPPI AV,331 LEXINGTON ST,
332,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152116,R 408 MISSISSIPPI AV,332 LEXINGTON ST,
333,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,000015282E,R 408 MISSISSIPPI AV,333 LEXINGTON ST,
334,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152AW8,S 409 GEORGIA AV,334 LEXINGTON ST,
335,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001528BQ,R 408 MISSISSIPPI AV,335 LEXINGTON ST,
336,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001526JL,R 408 MISSISSIPPI AV,336 LEXINGTON ST,
337,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001528WX,R 408 MISSISSIPPI AV,337 LEXINGTON ST,
338,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001525VR,R 408 MISSISSIPPI AV,338 LEXINGTON ST,
339,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001527DT,R 408 MISSISSIPPI AV,339 LEXINGTON ST,
400,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001527V8,R 403 MISSISSIPPI AV,400 LEXINGTON ST,
401,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001525N5,R 403 MISSISSIPPI AV,401 LEXINGTON ST,
402,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152791,R 403 MISSISSIPPI AV,402 LEXINGTON ST,
403,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152969,R 403 MISSISSIPPI AV,403 LEXINGTON ST,
404,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152ANH,R 403 MISSISSIPPI AV,404 LEXINGTON ST,
405,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,000015232Z,R 403 MISSISSIPPI AV,405 LEXINGTON ST,
406,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152CGP,R 403 MISSISSIPPI AV,406 LEXINGTON ST,
407,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000151XVI,R 403 MISSISSIPPI AV,407 LEXINGTON ST,
408,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152655,R 403 MISSISSIPPI AV,408 LEXINGTON ST,
409,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,000015295X,R 403 MISSISSIPPI AV,409 LEXINGTON ST,
410,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152466,R 403 MISSISSIPPI AV,410 LEXINGTON ST,
411,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,000015261H,R 403 MISSISSIPPI AV,411 LEXINGTON ST,
412,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001529B5,R 400 LOUISIANA AV,412 LEXINGTON ST,
413,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001527VN,R 400 LOUISIANA AV,413 LEXINGTON ST,
414,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152CVY,R 400 LOUISIANA AV,414 LEXINGTON ST,
415,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152DPT,R 400 LOUISIANA AV,415 LEXINGTON ST,
416,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001527WG,R 400 LOUISIANA AV,416 LEXINGTON ST,
417,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001527VA,R 400 LOUISIANA AV,417 LEXINGTON ST,
418,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001524L4,R 400 LOUISIANA AV,418 LEXINGTON ST,
419,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,00001524L5,R 400 LOUISIANA AV,419 LEXINGTON ST,
420,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152D3T,R 400 LOUISIANA AV,420 LEXINGTON ST,
421,LEXINGTON ST,BOGALUSA,70427,,,,,,,110403,0000152BIZ,R 400 LOUISIANA AV,421 LEXINGTON ST,
220,LOUISIANA AV,BOGALUSA,70427,,,,,,,110403,000015281H,S 348 JACKSON ST,220 LOUISIANA AV,
224,LOUISIANA AV,BOGALUSA,70427,SUIT,A,,,,,110403,00001527WB,R 224 LOUISIANA AV,224 LOUISIANA AV SUIT A,
224,LOUISIANA AV,BOGALUSA,70427,SUIT,B,,,,,110403,00001527VC,R 224 LOUISIANA AV,224 LOUISIANA AV SUIT B,
224,LOUISIANA AV,BOGALUSA,70427,SUIT,C,,,,,110403,0000152BIY,R 224 LOUISIANA AV,224 LOUISIANA AV SUIT C,
224,LOUISIANA AV,BOGALUSA,70427,,,,,,,110403,00001528EZ,R 224 LOUISIANA AV,224 LOUISIANA AV,
302,LOUISIANA AV,BOGALUSA,70427,,,,,,,110403,000015250E,S 348 JACKSON ST,302 LOUISIANA AV,
302,LOUISIANA AV,BOGALUSA,70427,,,,,,,110403,000015250E,S 348 JACKSON ST,302 LOUISIANA AV,Y
328,LOUISIANA AV,BOGALUSA,70427,,,,,,,110403,0000152BEU,R 400 LOUISIANA AV,328 LOUISIANA AV,
